53,城花田,徹子,しろはなだ,てつこ,028-7301,岩手県八幡平市野駄9-7-5,0195-162-7628,080-5163-2766,女
54,乙部,真理子,おとべ,まりこ,969-1606,福島県伊達郡桑折町東段6-1-7,024-7981-9619,090-5864-4904,女
55,藤城,千鶴,ふじしろ,ちづる,039-3174,青森県上北郡野辺地町大平下8-8-5,0175-622-9819,090-1306-8044,女
56,立石,聡,たていし,さとし,029-4205,岩手県奥州市前沢区櫓前6-6-1,0197-862-2969,090-1435-7986,男
57,松原,美雨,まつばら,みう,966-0912,福島県喜多方市豊川町一井8-8-1,0241-909-6440,090-3657-7537,女
58,荒砥,波留,あらと,はる,989-5614,宮城県栗原市志波姫新原4-6-2,0228-391-5682,090-1219-7028,女
59,宍戸,香月,ししど,かづき,018-3131,秋田県能代市二ツ井町梅内6-9-2,0185-367-8782,090-3756-2801,女
60,上,圭太,かみ,けいた,963-7865,福島県石川郡石川町曲ノ内4-9-2,0247-705-1721,090-7263-6834,男
61,野木山,智也,のぎやま,ともや,989-6802,宮城県大崎市鳴子温泉末沢西7-8-5,0229-539-2214,090-3804-5503,男
62,壱岐,真,いき,まこと,987-0358,宮城県登米市豊里町新加々巻4-1-4,0220-704-4870,080-5217-2867,男
63,海野,和也,うんの,かずや,028-0524,岩手県遠野市新町1-5-4,0198-885-4870,090-2816-6832,男
64,元山,日向,もとやま,ひなた,960-8117,福島県福島市入江町8-7-9,024-6316-5434,090-3723-5194,男
65,大川,紀子,おおかわ,のりこ,988-0311,宮城県気仙沼市本吉町風越7-1-5,0226-237-8977,090-8897-3674,女
66,目白,園美,めじろ,そのみ,969-3112,福島県耶麻郡猪苗代町弁才天西7-1-4,0242-558-4104,090-9255-5887,女
67,藤崎,洋,ふじさき,ひろし,970-8022,福島県いわき市平塩9-1-3,0246-443-7443,080-9377-8524,男
68,小山,春奈,おやま,はるな,025-0131,岩手県花巻市轟木6-7-1,0198-925-3721,080-4317-6997,女
69,茂地,日向,もち,ひなた,960-0453,福島県伊達市上志和田4-4-1,024-7552-4541,080-3845-8361,男
70,高田,雄介,たかだ,ゆうすけ,981-3625,宮城県黒川郡大和町吉田3-9-6,022-1282-2911,080-8121-3455,男
71,荒戸,宏樹,あらと,ひろき,039-2213,青森県上北郡おいらせ町堀ノ内2-8-5,0178-553-1806,090-9327-1974,男
72,山内,千鶴,やまうち,ちづる,010-0832,秋田県秋田市旭川新藤田西町8-5-5,018-5366-1836,090-4140-6500,女
73,木川,蒼汰,きかわ,そうた,961-0853,福島県白河市新高山4-3-2,0248-328-6505,080-3122-4459,男
74,江藤,二奈,えとう,にな,999-0431,山形県西置賜郡飯豊町下屋地6-3-8,0238-386-5527,090-7172-6499,女
75,大井,和則,おおい,かずのり,999-2267,山形県南陽市法師柳3-7-4,0238-939-4267,090-5060-8886,男
76,津熊,絵里,つくま,えり,018-1632,秋田県南秋田郡八郎潟町長沼3-6-2,018-4877-3534,090-4797-1258,女
77,花田,洋一,はなだ,よういち,020-0756,岩手県滝沢市大釜高森6-1-9,019-5367-1753,090-8195-5342,男
78,杉澤,明美,すぎさわ,あけみ,039-3353,青森県東津軽郡平内町田茂木1-1-7,017-9203-5885,080-5366-2178,女
79,福田,洋二郎,ふくだ,ようじろう,990-2221,山形県山形市風間2-9-1,023-4194-4452,090-9194-6853,男
80,須藤,和美,すどう,かずみ,020-0134,岩手県盛岡市南青山町8-8-9,019-9343-1559,080-3918-4867,女
81,山野田,蒼汰,やまのだ,そうた,999-6862,山形県酒田市西田3-1-1,0234-747-3963,090-4926-6900,男
82,鳥山,信行,とりやま,のぶゆき,019-1912,秋田県大仙市南外丸木橋2-8-3,0187-164-4983,090-3638-3059,男
83,古井,博史,ふるい,ひろし,987-2146,宮城県栗原市高清水乙牧堀4-5-4,0228-550-6378,090-4027-2517,男
84,安川,史郎,やすかわ,しろう,987-0414,宮城県登米市南方町内鰐丸8-4-3,0220-417-7261,090-7775-9948,男
85,白石,博美,しらいし,ひろみ,020-0659,岩手県滝沢市鵜飼外久保7-9-3,019-4919-9612,090-5440-3198,女
86,野森,奈那子,のもり,ななこ,016-0816,秋田県能代市富町9-9-4,0185-314-2126,090-7124-8291,女
87,高島,元雄,たかしま,もとお,037-0314,青森県北津軽郡中泊町福浦7-6-1,0173-777-1778,080-6200-2101,男
88,笠野,健太,かさの,けんた,039-2635,青森県上北郡東北町舘8-3-7,0176-469-6844,080-8487-4887,男
89,東海,理子,とうかい,りこ,031-0824,青森県八戸市旭ケ丘8-7-2,0178-327-9992,090-3972-5265,女
90,海藤,大介,かいどう,だいすけ,969-0267,福島県西白河郡矢吹町諏訪清水6-3-6,0248-258-9551,090-7731-7286,男
91,猪尾,沙也加,いのお,さやか,981-2181,宮城県伊具郡丸森町廻倉1-6-5,0224-843-6173,090-7098-9834,女
92,出井,和也,いでい,かずや,037-0541,青森県北津軽郡中泊町小泊嗽沢4-2-7,0173-706-1745,090-2334-3834,男
93,時田,信子,ときた,のぶこ,988-0346,宮城県気仙沼市本吉町岳の下7-8-4,0226-736-9728,080-4183-4514,女
94,花野沢,留美子,けのさわ,るみこ,969-4165,福島県喜多方市山都町三ツ山9-9-1,0241-379-4930,090-5563-3408,女
95,安倍,真紀,あべ,まき,028-3614,岩手県紫波郡矢巾町又兵エ新田7-8-3,019-1106-9207,090-9459-4740,女
96,村主,千鶴,すぐり,ちづる,018-0601,秋田県由利本荘市西目町海士剥9-9-5,0184-181-2629,090-8659-4451,女
97,幸田,美都,ゆきた,みと,988-0464,宮城県本吉郡南三陸町歌津森畑2-5-7,0226-405-2296,080-5452-2288,女
98,瀬戸,琴音,せと,ことね,027-0353,岩手県宮古市田老和蒔9-4-2,0193-783-6249,080-1681-8157,女
99,塩林,春奈,しおばやし,はるな,999-0153,山形県東置賜郡川西町朴沢8-1-7,0238-542-5736,090-2717-8314,女
100,町田,邦夫,まちだ,くにお,014-0801,秋田県大仙市戸地谷4-9-7,0187-927-8533,080-3874-3916,男
101,香川,寛太,かがわ,かんた,028-8405,岩手県下閉伊郡田野畑村切牛1-9-6,0194-642-6051,090-6636-2038,男
102,菅野,美都,かんの,みと,984-0011,宮城県仙台市若林区六丁の目西町3-7-8,022-5972-3572,090-2723-1367,女
103,木山,加奈,きやま,かな,039-2252,青森県上北郡おいらせ町黒坂谷地1-9-2,0178-292-4161,090-7562-4576,女
104,鶴川,弘道,つるがわ,ひろみち,960-1422,福島県伊達郡川俣町新中町5-9-8,024-6430-2621,080-9060-5679,男
105,村主,琴音,すぐり,ことね,029-4406,岩手県奥州市衣川区大坂7-4-6,0197-182-3255,090-4806-4625,女
106,角川,芳樹,かどかわ,よしき,963-5539,福島県東白川郡塙町田野作4-1-7,0247-590-4178,080-5867-5897,男
107,内藤,晴重,ないとう,はるしげ,989-4512,宮城県栗原市瀬峰下藤沢4-8-8,0228-853-7525,090-5227-5004,男
108,木山,満,きやま,みちる,039-2865,青森県上北郡七戸町市ノ渡9-6-1,0176-187-5079,090-2667-3475,男
109,磐田,誠司,いわた,せいじ,990-0075,山形県山形市落合町7-6-2,023-6148-2608,090-2455-2260,男
110,百田,雄三,ももた,ゆうぞう,979-2147,福島県南相馬市小高区女場8-1-5,0244-566-6577,090-4635-2338,男
111,金山,芽衣子,かねやま,めいこ,039-3312,青森県東津軽郡平内町浅所8-8-1,017-3192-7859,090-7987-1844,女
112,新妻,翼,にいづま,つばさ,010-0065,秋田県秋田市茨島4-5-5,018-2135-7633,090-4811-1090,男
113,渡部,久美,わたべ,くみ,037-0524,青森県北津軽郡中泊町小泊水澗6-4-3,0173-413-4788,090-9679-2561,女
114,見澤,五郎,けんざわ,ごろう,023-0857,岩手県奥州市水沢区中上野町3-9-3,0197-982-6913,090-2061-3213,男
115,盛田,こころ,もりた,こころ,027-0085,岩手県宮古市黒田町9-3-2,0193-202-7286,090-5397-3299,女
116,目白,にいな,めじろ,にいな,983-0003,宮城県仙台市宮城野区岡田1-9-5,022-8982-1200,080-4668-9376,女
117,御代田,真紀,みよた,まき,969-3523,福島県喜多方市塩川町石橋2-7-9,0241-487-1488,080-9831-6248,女
118,幸田,信也,こうだ,しんや,033-0167,青森県三沢市根井5-5-9,0176-229-6233,090-8688-3189,男
119,園山,文也,そのやま,ふみや,988-0266,宮城県気仙沼市本吉町寺谷2-7-2,0226-166-7372,090-6740-2100,男
120,野森,誠,のもり,まこと,015-0881,秋田県由利本荘市切通6-3-2,0184-726-2164,080-5464-7030,男
121,花城,冬美,はなしろ,ふゆみ,025-0132,岩手県花巻市北笹間6-3-5,0198-120-3463,090-1143-5963,女
122,石原,幸次郎,いしはら,こうじろう,969-0247,福島県西白河郡矢吹町諏訪の前1-6-4,0248-652-5150,090-2926-7786,男
123,布野,紀子,ふの,のりこ,971-8138,福島県いわき市若葉台1-7-5,0246-909-7236,090-4201-7954,女
124,茂地,洋,もち,ひろし,027-0503,岩手県下閉伊郡岩泉町猿沢5-3-9,0194-167-9784,090-2570-4616,男
125,神山,楓,かみやま,かえで,998-0857,山形県酒田市若浜町1-9-4,0234-850-3079,090-1829-1723,女
126,守田,蘭,もりた,らん,039-2745,青森県上北郡七戸町夷堂2-6-4,0176-324-8367,090-2252-1096,女
127,北沢,麻呂美,きたざわ,まろみ,987-0378,宮城県登米市豊里町新田鏡形1-8-2,0225-368-5917,080-5266-4368,女
128,安田,晴美,やすだ,はるみ,986-0401,宮城県登米市津山町柳津7-8-3,0220-797-7229,090-7183-9347,女
129,花山,伸次郎,はなやま,しんじろう,987-0511,宮城県登米市迫町佐沼9-8-7,0225-725-1862,080-5153-1492,男
130,森山,洋一郎,もりやま,よういちろう,010-0943,秋田県秋田市川尻御休町5-6-7,018-7533-7598,090-6758-1002,男
131,前川,剛史,まえかわ,つよし,967-0318,福島県南会津郡南会津町八木ノ沢1-6-4,0241-774-4484,080-3841-5357,男
132,岩木,真理愛,いわき,まりあ,999-7645,山形県鶴岡市平足4-6-7,0235-324-1742,080-3115-3122,女
133,寺田,香,てらだ,かおり,989-6221,宮城県大崎市古川大宮8-7-3,0229-999-8559,090-5975-2395,女
134,沖田,清司,おきた,きよし,987-0602,宮城県登米市中田町上沼2-2-7,0225-361-1356,090-8549-8405,男
135,寺井,流心,てらい,りゅうしん,038-0101,青森県平川市碇ケ関外白沢1-2-9,0172-923-3411,080-2594-9528,男
136,天童,真由美,てんどう,まゆみ,987-0423,宮城県登米市南方町本郷大嶽5-6-7,0225-157-9438,090-3175-1313,女
137,川原,心美,かわはら,ここみ,989-5171,宮城県栗原市金成沢辺9-2-6,0228-513-3192,080-4266-2052,女
138,武蔵,幸一,むさし,こういち,036-8276,青森県弘前市樋の口町7-9-8,0172-281-2124,080-8482-7947,男
139,手川,哲也,てがわ,てつや,036-8012,青森県弘前市北瓦ケ町1-7-8,0172-202-8704,090-1023-9044,男
140,玉山,新次郎,たまやま,しんじろう,019-1906,秋田県大仙市南外金屋8-4-9,018-7682-7220,090-2648-7806,男
141,渕川,楓,ふちがわ,かえで,018-2507,秋田県山本郡八峰町峰浜田中4-8-1,0185-708-6629,080-8098-8542,女
142,杉沢,仁,すぎさわ,ひとし,979-0225,福島県いわき市四倉町下柳生2-1-1,0246-430-8403,090-8767-6748,男
143,野口,祥子,のぐち,しょうこ,969-3131,福島県耶麻郡猪苗代町新堀向1-7-7,0242-427-6271,090-7740-3964,女
144,塩野,邦夫,しおの,くにお,014-0111,秋田県大仙市横堀4-3-5,018-6119-9334,080-5375-5801,男
145,曽我,知美,そが,ともみ,036-0153,青森県平川市小杉西田1-2-6,0172-122-8148,080-4604-8501,女
146,渡辺,壮太,わたなべ,そうた,982-0002,宮城県仙台市太白区飯田7-1-2,022-6985-9144,090-3897-7638,男
147,前川,観月,まえかわ,みづき,999-6842,山形県酒田市上餅山1-3-1,0234-542-8064,090-9486-8468,女
148,磐田,和美,いわた,かずみ,035-0064,青森県むつ市港町9-7-2,0175-833-3048,090-9926-6859,女
149,房野,明子,ふさの,あきこ,010-0452,秋田県南秋田郡大潟村方上5-6-7,0185-430-7506,080-2415-5840,女
150,箕田,環菜,みのだ,かんな,963-5341,福島県東白川郡塙町台宿8-2-9,0247-521-7050,090-1440-2401,女
151,瀬田,桐子,せだ,きりこ,033-0074,青森県上北郡六戸町小松ケ丘9-1-9,0176-825-3460,090-9360-8454,女
152,面川,史郎,おもかわ,しろう,962-0014,福島県須賀川市西川町1-9-2,0248-926-8965,090-5377-9709,男
153,吉平,富治,よしひら,とみじ,997-0806,山形県鶴岡市遠賀原6-2-9,0235-154-5022,080-6066-9605,男
154,和光,奈央,わこう,なお,990-0405,山形県東村山郡中山町金沢3-6-3,023-8657-2267,090-5172-7513,女
155,天童,剛史,てんどう,つよし,027-0378,岩手県宮古市田老重津部2-2-2,0193-858-9400,090-3778-1021,男
156,丹野,隆行,たんの,たかゆき,023-0825,岩手県奥州市水沢区台町4-2-1,0197-189-9454,090-8176-8305,男
157,土岐,誠一,とき,せいいち,030-1504,青森県東津軽郡今別町鍋田3-6-8,0174-823-7152,090-7873-2448,男
158,山中,真,やまなか,しん,036-0112,青森県平川市荒田北岡部3-7-8,0172-986-3947,090-1060-2897,男
159,岩木,清美,いわき,きよみ,988-0612,宮城県気仙沼市大向5-6-3,0226-697-7789,,男
160,岸本,晴美,きしもと,はるみ,999-3146,山形県上山市松山1-6-5,023-1263-9468,090-1724-5897,女
161,面川,真希,おもかわ,まき,986-2406,宮城県石巻市前網浜6-2-6,0225-524-2135,,女
162,狩野,冬美,かりの,ふゆみ,963-8042,福島県郡山市不動前2-1-2,024-4342-4913,090-5860-2824,女
163,佐川,泰司,さがわ,たいじ,023-0881,岩手県奥州市水沢区北田8-4-3,0197-226-8351,,男
164,房野,恵子,ふさの,けいこ,985-0834,宮城県多賀城市丸山3-8-7,022-4434-9281,090-3681-1692,女
165,中田,光太朗,なかた,こうたろう,961-0001,福島県白河市小田川3-9-7,0248-672-9403,090-9063-6868,男
166,抜山,幸三,ぬきやま,こうぞう,969-1701,福島県伊達郡国見町石母田6-7-3,024-8593-5738,080-3336-7296,男
167,高麗川,剛史,こまがわ,つよし,999-3770,山形県東根市柏原5-3-1,0237-425-2949,090-1635-9388,男
168,川名,洋,かわな,ひろし,966-0064,福島県喜多方市惣座宮4-9-9,0241-733-3496,080-3910-8726,男
169,黒沢,ふみ,くろさわ,ふみ,960-8025,福島県福島市駒山4-9-3,024-9640-4809,090-3446-9938,女
170,寺沢,美紀,てらさわ,みき,963-8407,福島県東白川郡鮫川村赤坂西野8-2-6,0247-504-6883,090-9070-1484,女
171,鳥居,和也,とりい,かずや,020-0865,岩手県盛岡市仙北町9-1-3,019-2290-3544,090-2397-3435,男
172,千葉,夏樹,ちば,なつき,027-0203,岩手県宮古市津軽石8-8-1,0193-408-5487,090-1212-3535,男
173,梅津,壮太,うめづ,そうた,989-5181,宮城県栗原市金成津久毛1-2-5,0228-502-2946,090-4957-5811,男
174,根津,宏樹,ねづ,ひろき,029-4205,岩手県奥州市前沢区干場5-4-2,0197-339-5429,090-7216-6906,男
175,北田,伸次郎,きただ,しんじろう,018-0163,秋田県にかほ市象潟町長岡6-8-3,0184-419-4381,090-6161-8948,男
176,鈴木,洋二郎,すずき,ようじろう,963-0101,福島県郡山市安積町日出山5-3-4,024-2837-7880,090-8015-4398,男
177,千野,幹太,ちの,かんた,969-6077,福島県大沼郡会津美里町東谷地甲3-4-7,0242-782-6620,090-4864-1627,男
178,岩城,信子,いわき,のぶこ,963-8207,福島県石川郡平田村下蓬田3-3-8,0247-849-8353,080-5417-6280,女
179,富田,博美,とみた,ひろみ,999-4554,山形県尾花沢市芦沢7-1-2,0237-399-7781,090-9788-8509,女
180,星野,五郎,ほしの,ごろう,988-0246,宮城県気仙沼市波路上瀬向8-2-8,0226-900-2528,,男
181,広瀬,清美,ひろせ,きよみ,028-7905,岩手県九戸郡洋野町有家7-4-8,0194-467-6130,090-5287-5256,男
182,指川,誠司,さしかわ,せいじ,010-0023,秋田県秋田市楢山本町4-7-1,018-2593-1581,080-4615-6599,男
183,伊能,百合子,いのう,ゆりこ,030-0958,青森県青森市月見野2-4-1,017-4578-5441,080-9952-5516,女
184,鶴島,和也,つるしま,かずや,988-0475,宮城県本吉郡南三陸町歌津白山5-1-2,0226-118-3754,080-5525-2460,男
185,曽根,風花,そね,ふうか,997-1205,山形県鶴岡市油戸1-9-9,0235-717-6229,090-2610-1196,女
186,福山,小夜,ふくやま,さよ,981-2117,宮城県伊具郡丸森町和田西9-6-1,0224-289-3879,090-7354-3235,女
187,寺田,洋,てらだ,ひろし,029-4204,岩手県奥州市前沢区古川2-5-1,0197-715-2825,080-6900-4619,男
188,諸田,隆司,もろた,たかし,969-2751,福島県耶麻郡猪苗代町若宮3-1-4,0242-244-5319,080-2946-4151,男
189,大河原,藤次,おおがわら,とうじ,994-0068,山形県天童市高擶1-2-8,023-7717-9693,090-4108-1382,男
190,吉山,久美,よしやま,くみ,966-0022,福島県喜多方市熊倉町雄国8-4-8,0241-929-3248,080-5545-2454,女
191,丸井,誠一,まるい,せいいち,960-1248,福島県福島市金谷川2-8-9,024-9769-2946,090-3197-9318,男
192,谷津,典子,やづ,のりこ,014-1413,秋田県大仙市角間川町8-3-4,0187-640-8218,090-1801-4830,女
193,田中,健一,たなか,けんいち,029-4204,岩手県奥州市前沢区八幡前2-7-3,0197-971-6302,090-5411-8807,男
194,松野,真,まつの,まこと,987-2216,宮城県栗原市築館伊豆7-8-2,0228-935-4116,090-9634-8330,男
195,大井,信良,おおい,のぶよし,992-1581,山形県米沢市口田沢6-3-4,0238-510-9954,080-1092-3313,男
196,外崎,琴音,とのさき,ことね,990-0064,山形県山形市和合町6-7-8,023-9958-7128,090-1725-7787,女
197,佐々木,悟史,ささき,さとし,981-4371,宮城県加美郡加美町原7-3-5,0229-968-7082,090-3600-3235,男
198,心沢,林太郎,こころざわ,りんたろう,987-0413,宮城県登米市南方町原4-6-8,0220-513-7557,090-6645-3945,男
199,公文,沙知絵,くもん,さちえ,019-1404,秋田県仙北郡美郷町六郷8-6-8,0187-955-2999,080-1465-7435,女
200,村山,保志,むらやま,やすし,962-0802,福島県須賀川市堤2-8-8,0248-788-1595,090-8876-6788,男
201,小野,美都,おの,みと,039-3302,青森県東津軽郡平内町白砂7-1-1,017-1509-7152,090-9160-5051,女
202,岸本,祥子,きしもと,しょうこ,983-0853,宮城県仙台市宮城野区東六番丁3-2-4,022-2536-7421,090-9254-3794,女
203,関,幹太,せき,かんた,960-1422,福島県伊達郡川俣町新中町8-8-4,024-4761-2458,090-3140-4441,男
204,岸本,健司,きしもと,けんじ,971-8132,福島県いわき市鹿島町下矢田6-1-8,0246-662-7215,090-6567-9102,男
205,吉田,聡,よしだ,さとし,987-0422,宮城県登米市南方町新田5-7-8,0225-263-5714,090-9018-8371,男
206,中井戸,雄二,なかいど,ゆうじ,960-0702,福島県伊達市梁川町東大枝8-2-7,024-8037-1953,080-5350-5811,男
207,岸本,加奈,きしもと,かな,039-1537,青森県三戸郡五戸町追分2-4-2,0178-688-2050,090-5033-9806,女
208,山名,明子,やまな,あきこ,989-6811,宮城県大崎市鳴子温泉鷲ノ巣2-7-6,0229-729-8081,090-4115-9905,女
209,古代,絵里,こだい,えり,989-0225,宮城県白石市東町2-3-6,0224-779-6665,090-2183-3897,女
210,杉野,裕子,すぎの,ゆうこ,992-0077,山形県米沢市簗沢8-5-3,0238-122-7431,080-1549-9524,女
211,西野,君江,にしの,きみえ,969-3286,福島県耶麻郡猪苗代町磐根2-6-5,0242-713-5324,080-6661-5027,女
212,三井戸,実,みついど,みのる,014-1116,秋田県仙北市田沢湖角館東前郷1-1-1,0187-716-7976,090-6415-3564,男
213,広田,ふみ,ひろた,ふみ,999-6835,山形県酒田市蔵小路9-2-5,0234-969-4341,080-4489-6030,女
214,草田,智子,くさだ,ともこ,988-0426,宮城県本吉郡南三陸町歌津石浜4-1-8,0226-468-6293,090-3198-5842,女
215,渡辺,洋三郎,わたなべ,ようざぶろう,028-0063,岩手県久慈市荒町9-3-3,0194-395-9034,090-2483-7917,男
216,千原,日菜子,ちはら,ひなこ,018-1613,秋田県南秋田郡八郎潟町上昼根4-4-1,018-6312-4820,080-7733-9298,女
217,笹原,美智子,ささはら,みちこ,986-0016,宮城県石巻市八幡町2-6-3,0225-111-3886,090-8926-7738,女
218,猪山,幸江,いのやま,さちえ,036-0143,青森県平川市吹上平岡9-7-3,0172-377-5282,090-7342-5971,女
219,天野,浩太,あまの,こうた,039-2102,青森県上北郡おいらせ町豊栄1-7-6,0178-549-9881,090-1604-5418,男
220,高田,奈央,たかだ,なお,023-0106,岩手県奥州市水沢区羽田町久保2-9-1,0197-587-9875,090-5230-7723,女
221,白石,寛治,しろいし,かんじ,028-0021,岩手県久慈市門前4-9-2,0194-807-8757,090-5075-2679,男
222,八木,美海,やぎ,みう,029-4204,岩手県奥州市前沢区中村9-7-2,0197-873-1082,090-4166-5954,女
223,石和,奈央,いさわ,なお,023-0887,岩手県奥州市水沢区矢中4-8-2,0197-674-3147,090-5316-5408,女
224,三井戸,義孝,みついど,よしたか,983-0007,宮城県仙台市宮城野区仙台港北6-5-4,022-2357-8200,090-9696-8770,男
